,Season,Squad,W,D,L,GF,GA,Pts,Sh,SoT,FK,PK,Cmp,Att,Cmp%,CK,CrdY,CrdR,Fls,PKcon,OG
2174,1910-1911,Everton,19,7,12,50,36,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2175,1910-1911,Bradford City,20,5,13,51,42,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2176,1910-1911,The Wednesday,17,8,13,47,48,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2177,1910-1911,Oldham Athletic,16,9,13,44,41,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2178,1910-1911,Newcastle Utd,15,10,13,61,43,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2179,1910-1911,Sheffield Utd,15,8,15,49,43,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2180,1910-1911,Arsenal,13,12,13,41,49,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2181,1910-1911,Notts County,14,10,14,37,45,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2182,1910-1911,Blackburn,13,11,14,62,54,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2183,1910-1911,Liverpool,15,7,16,53,53,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2184,1910-1911,Preston,12,11,15,40,49,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2185,1910-1911,Tottenham,13,6,19,52,63,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2186,1910-1911,Middlesbrough,11,10,17,49,63,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2187,1910-1911,Manchester City,9,13,16,43,58,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2188,1910-1911,Bury,9,11,18,43,71,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2189,1910-1911,Bristol City,11,5,22,43,66,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2190,1910-1911,Nott'ham Forest,9,7,22,55,75,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2191,1909-1910,Aston Villa,23,7,8,84,42,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2192,1909-1910,Liverpool,21,6,11,78,57,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2193,1909-1910,Blackburn,18,9,11,73,55,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2194,1909-1910,Newcastle Utd,19,7,12,70,56,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2195,1909-1910,Manchester Utd,19,7,12,69,61,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2196,1909-1910,Sheffield Utd,16,10,12,62,41,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2197,1909-1910,Bradford City,17,8,13,64,47,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2198,1909-1910,Sunderland,18,5,15,66,51,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2199,1909-1910,Notts County,15,10,13,67,59,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2200,1909-1910,Everton,16,8,14,51,56,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2201,1909-1910,The Wednesday,15,9,14,60,63,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2202,1909-1910,Preston,15,5,18,52,58,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2203,1909-1910,Bury,12,9,17,62,66,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2204,1909-1910,Nott'ham Forest,11,11,16,54,72,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2205,1909-1910,Tottenham,11,10,17,53,69,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2206,1909-1910,Bristol City,12,8,18,45,60,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2207,1909-1910,Middlesbrough,11,9,18,56,73,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2208,1909-1910,Arsenal,11,9,18,37,67,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2209,1909-1910,Chelsea,11,7,20,47,70,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2210,1909-1910,Bolton,9,6,23,44,71,24,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2211,1908-1909,Newcastle Utd,24,5,9,65,41,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2212,1908-1909,Everton,18,10,10,82,57,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2213,1908-1909,Sunderland,21,2,15,78,63,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2214,1908-1909,Blackburn,14,13,11,61,50,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2215,1908-1909,The Wednesday,17,6,15,67,61,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2216,1908-1909,Arsenal,14,10,14,52,49,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2217,1908-1909,Aston Villa,14,10,14,58,56,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2218,1908-1909,Bristol City,13,12,13,45,58,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2219,1908-1909,Middlesbrough,14,9,15,59,53,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2220,1908-1909,Preston,13,11,14,48,44,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2221,1908-1909,Chelsea,14,9,15,56,61,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2222,1908-1909,Sheffield Utd,14,9,15,51,59,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2223,1908-1909,Manchester Utd,15,7,16,58,68,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2224,1908-1909,Nott'ham Forest,14,8,16,66,57,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2225,1908-1909,Notts County,14,8,16,51,48,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2226,1908-1909,Liverpool,15,6,17,57,65,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2227,1908-1909,Bury,14,8,16,63,77,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2228,1908-1909,Bradford City,12,10,16,47,47,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2229,1908-1909,Manchester City,15,4,19,67,69,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2230,1908-1909,Leicester City,8,9,21,54,102,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2231,1907-1908,Manchester Utd,23,6,9,81,48,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2232,1907-1908,Aston Villa,17,9,12,77,59,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2233,1907-1908,Manchester City,16,11,11,62,54,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2234,1907-1908,Newcastle Utd,15,12,11,65,54,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2235,1907-1908,The Wednesday,19,4,15,73,64,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2236,1907-1908,Middlesbrough,17,7,14,54,45,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2237,1907-1908,Bury,14,11,13,58,61,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2238,1907-1908,Liverpool,16,6,16,68,61,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2239,1907-1908,Nott'ham Forest,13,11,14,59,62,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2240,1907-1908,Bristol City,12,12,14,58,61,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2241,1907-1908,Everton,15,6,17,58,64,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2242,1907-1908,Preston,12,12,14,47,53,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2243,1907-1908,Chelsea,14,8,16,53,62,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2244,1907-1908,Arsenal,12,12,14,51,63,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2245,1907-1908,Blackburn,12,12,14,51,63,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2246,1907-1908,Sunderland,16,3,19,78,75,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2247,1907-1908,Sheffield Utd,12,11,15,52,58,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2248,1907-1908,Notts County,13,8,17,39,51,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2249,1907-1908,Bolton,14,5,19,52,58,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2250,1907-1908,Birmingham,9,12,17,40,60,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2251,1906-1907,Newcastle Utd,22,7,9,74,46,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2252,1906-1907,Bristol City,20,8,10,66,47,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2253,1906-1907,Everton,20,5,13,70,46,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2254,1906-1907,Sheffield Utd,17,11,10,57,55,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2255,1906-1907,Aston Villa,19,6,13,78,52,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2256,1906-1907,Bolton,18,8,12,59,47,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2257,1906-1907,Arsenal,20,4,14,66,59,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2258,1906-1907,Manchester Utd,17,8,13,53,56,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2259,1906-1907,Birmingham,15,8,15,52,52,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2260,1906-1907,Sunderland,14,9,15,65,66,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2261,1906-1907,Middlesbrough,15,6,17,56,63,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2262,1906-1907,Blackburn,14,7,17,56,59,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2263,1906-1907,The Wednesday,12,11,15,49,60,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2264,1906-1907,Preston,14,7,17,44,57,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2265,1906-1907,Liverpool,13,7,18,64,65,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2266,1906-1907,Bury,13,6,19,58,68,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2267,1906-1907,Manchester City,10,12,16,53,77,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2268,1906-1907,Notts County,8,15,15,46,50,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2269,1906-1907,Derby County,9,9,20,41,59,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2270,1906-1907,Stoke,8,10,20,41,64,26,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2271,1905-1906,Liverpool,23,5,10,79,46,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2272,1905-1906,Preston,17,13,8,54,39,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2273,1905-1906,The Wednesday,18,8,12,63,52,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2274,1905-1906,Newcastle Utd,18,7,13,74,48,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2275,1905-1906,Manchester City,19,5,14,73,54,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2276,1905-1906,Bolton,17,7,14,81,67,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2277,1905-1906,Birmingham,17,7,14,65,59,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2278,1905-1906,Aston Villa,17,6,15,72,56,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2279,1905-1906,Blackburn,16,8,14,54,52,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2280,1905-1906,Stoke,16,7,15,54,55,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2281,1905-1906,Everton,15,7,16,70,66,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2282,1905-1906,Arsenal,15,7,16,62,64,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2283,1905-1906,Sheffield Utd,15,6,17,57,62,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2284,1905-1906,Sunderland,15,5,18,61,70,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2285,1905-1906,Derby County,14,7,17,39,58,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2286,1905-1906,Notts County,11,12,15,55,71,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2287,1905-1906,Bury,11,10,17,57,74,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2288,1905-1906,Middlesbrough,10,11,17,56,71,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2289,1905-1906,Nott'ham Forest,13,5,20,58,79,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2290,1905-1906,Wolves,8,7,23,58,99,23,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2291,1904-1905,Newcastle Utd,23,2,9,72,33,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2292,1904-1905,Everton,21,5,8,63,36,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2293,1904-1905,Manchester City,20,6,8,66,37,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2294,1904-1905,Aston Villa,19,4,11,63,43,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2295,1904-1905,Sunderland,16,8,10,60,44,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2296,1904-1905,Sheffield Utd,19,2,13,64,56,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2297,1904-1905,Small Heath,17,5,12,54,38,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2298,1904-1905,Preston,13,10,11,42,37,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2299,1904-1905,The Wednesday,14,5,15,61,57,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2300,1904-1905,Arsenal,12,9,13,36,40,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2301,1904-1905,Derby County,12,8,14,37,48,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2302,1904-1905,Stoke,13,4,17,40,58,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2303,1904-1905,Blackburn,11,5,18,40,51,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2304,1904-1905,Wolves,11,4,19,47,73,26,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2305,1904-1905,Middlesbrough,9,8,17,36,56,26,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2306,1904-1905,Nott'ham Forest,9,7,18,40,61,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2307,1904-1905,Bury,10,4,20,47,67,24,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2308,1904-1905,Notts County,5,8,21,36,69,18,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2309,1903-1904,The Wednesday,20,7,7,48,28,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2310,1903-1904,Manchester City,19,6,9,71,45,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2311,1903-1904,Everton,19,5,10,59,32,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2312,1903-1904,Newcastle Utd,18,6,10,58,45,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2313,1903-1904,Aston Villa,17,7,10,70,48,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2314,1903-1904,Sunderland,17,5,12,63,49,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2315,1903-1904,Sheffield Utd,15,8,11,62,57,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2316,1903-1904,Wolves,14,8,12,44,66,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2317,1903-1904,Nott'ham Forest,11,9,14,57,57,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2318,1903-1904,Middlesbrough,9,12,13,46,47,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2319,1903-1904,Small Heath,11,8,15,39,52,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2320,1903-1904,Bury,7,15,12,40,53,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2321,1903-1904,Notts County,12,5,17,37,61,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2322,1903-1904,Derby County,9,10,15,58,60,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2323,1903-1904,Blackburn,11,6,17,48,60,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2324,1903-1904,Stoke,10,7,17,54,57,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2325,1903-1904,Liverpool,9,8,17,49,62,26,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2326,1903-1904,West Brom,7,10,17,36,60,24,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2327,1902-1903,The Wednesday,19,4,11,54,36,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2328,1902-1903,Aston Villa,19,3,12,61,40,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2329,1902-1903,Sunderland,16,9,9,51,36,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2330,1902-1903,Sheffield Utd,17,5,12,58,44,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2331,1902-1903,Liverpool,17,4,13,68,49,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2332,1902-1903,Stoke,15,7,12,46,38,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2333,1902-1903,West Brom,16,4,14,54,53,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2334,1902-1903,Bury,16,3,15,54,43,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2335,1902-1903,Derby County,16,3,15,50,47,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2336,1902-1903,Nott'ham Forest,14,7,13,49,47,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2337,1902-1903,Wolves,14,5,15,48,57,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2338,1902-1903,Everton,13,6,15,45,47,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2339,1902-1903,Middlesbrough,14,4,16,41,50,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2340,1902-1903,Newcastle Utd,14,4,16,41,51,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2341,1902-1903,Notts County,12,7,15,41,49,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2342,1902-1903,Blackburn,12,5,17,44,63,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2343,1902-1903,Grimsby Town,8,9,17,43,62,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2344,1902-1903,Bolton,8,3,23,37,73,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2345,1901-1902,Sunderland,19,6,9,50,35,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2346,1901-1902,Everton,17,7,10,53,35,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2347,1901-1902,Newcastle Utd,14,9,11,48,34,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2348,1901-1902,Blackburn,15,6,13,52,48,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2349,1901-1902,Nott'ham Forest,13,9,12,43,43,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2350,1901-1902,Derby County,13,9,12,39,41,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2351,1901-1902,Bury,13,8,13,44,38,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2352,1901-1902,Aston Villa,13,8,13,42,40,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2353,1901-1902,The Wednesday,13,8,13,48,52,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2354,1901-1902,Sheffield Utd,13,7,14,53,48,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2355,1901-1902,Liverpool,10,12,12,42,38,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2356,1901-1902,Bolton,12,8,14,51,56,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2357,1901-1902,Notts County,14,4,16,51,57,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2358,1901-1902,Wolves,13,6,15,46,57,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2359,1901-1902,Grimsby Town,13,6,15,44,60,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2360,1901-1902,Stoke,11,9,14,45,55,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2361,1901-1902,Small Heath,11,8,15,47,45,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2362,1901-1902,Manchester City,11,6,17,42,58,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2363,1900-1901,Liverpool,19,7,8,59,35,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2364,1900-1901,Sunderland,15,13,6,57,26,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2365,1900-1901,Notts County,18,4,12,54,46,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2366,1900-1901,Nott'ham Forest,16,7,11,53,36,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2367,1900-1901,Bury,16,7,11,53,37,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2368,1900-1901,Newcastle Utd,14,10,10,42,37,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2369,1900-1901,Everton,16,5,13,55,42,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2370,1900-1901,The Wednesday,13,10,11,52,42,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2371,1900-1901,Blackburn,12,9,13,39,47,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2372,1900-1901,Bolton,13,7,14,39,55,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2373,1900-1901,Manchester City,13,6,15,48,58,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2374,1900-1901,Derby County,12,7,15,55,42,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2375,1900-1901,Wolves,9,13,12,39,55,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2376,1900-1901,Sheffield Utd,12,7,15,35,52,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2377,1900-1901,Aston Villa,10,10,14,45,51,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2378,1900-1901,Stoke,11,5,18,46,57,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2379,1900-1901,Preston,9,7,18,49,75,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2380,1900-1901,West Brom,7,8,19,35,62,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2381,1899-1900,Aston Villa,22,6,6,77,35,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2382,1899-1900,Sheffield Utd,18,12,4,63,33,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2383,1899-1900,Sunderland,19,3,12,50,35,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2384,1899-1900,Wolves,15,9,10,48,37,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2385,1899-1900,Newcastle Utd,13,10,11,53,43,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2386,1899-1900,Derby County,14,8,12,45,43,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2387,1899-1900,Manchester City,13,8,13,50,44,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2388,1899-1900,Nott'ham Forest,13,8,13,56,55,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2389,1899-1900,Stoke,13,8,13,37,45,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2390,1899-1900,Liverpool,14,5,15,49,45,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2391,1899-1900,Everton,13,7,14,47,49,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2392,1899-1900,Bury,13,6,15,40,44,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2393,1899-1900,West Brom,11,8,15,43,51,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2394,1899-1900,Blackburn,13,4,17,49,61,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2395,1899-1900,Notts County,9,11,14,46,60,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2396,1899-1900,Preston,12,4,18,38,48,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2397,1899-1900,Burnley,11,5,18,34,54,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2398,1899-1900,Glossop NE,4,10,20,31,74,18,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2399,1898-1899,Aston Villa,19,7,8,76,40,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2400,1898-1899,Liverpool,19,5,10,49,33,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2401,1898-1899,Burnley,15,9,10,45,47,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2402,1898-1899,Everton,15,8,11,48,41,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2403,1898-1899,Notts County,12,13,9,47,51,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2404,1898-1899,Blackburn,14,8,12,60,52,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2405,1898-1899,Sunderland,15,6,13,41,41,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2406,1898-1899,Wolves,14,7,13,54,48,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2407,1898-1899,Derby County,12,11,11,62,57,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2408,1898-1899,Bury,14,7,13,48,49,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2409,1898-1899,Nott'ham Forest,11,11,12,42,42,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2410,1898-1899,Stoke,13,7,14,47,52,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2411,1898-1899,Newcastle Utd,11,8,15,49,48,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2412,1898-1899,West Brom,12,6,16,42,57,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2413,1898-1899,Preston,10,9,15,44,47,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2414,1898-1899,Sheffield Utd,9,11,14,45,51,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2415,1898-1899,Bolton,9,7,18,37,51,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2416,1898-1899,The Wednesday,8,8,18,32,61,24,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2417,1897-1898,Sheffield Utd,17,8,5,56,31,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2418,1897-1898,Sunderland,16,5,9,43,30,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2419,1897-1898,Wolves,14,7,9,57,41,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2420,1897-1898,Everton,13,9,8,48,39,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2421,1897-1898,The Wednesday,15,3,12,51,42,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2422,1897-1898,Aston Villa,14,5,11,61,51,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2423,1897-1898,West Brom,11,10,9,44,45,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2424,1897-1898,Nott'ham Forest,11,9,10,47,49,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2425,1897-1898,Liverpool,11,6,13,48,45,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
